company_id,company_name,employee_count,employee_count_low,n_sectors,sectors,n_divisions,divisions
12790015,R. Riisfort A/S,52,52,1,Handel,1,Engroshandel med træ
12794215,Caspari ApS,21,21,1,Handel,1,Engroshandel med bøger
12805586,Quality Pellets A/S,34,34,1,"Føde-, drikke- og tobaksvareindustri",1,Fremstilling af andre fødevarer i.a.n.
12806337,Preform A/S,12,12,1,Andre serviceydelser  mv.,1,Reparation af møbler og boligudstyr
12806698,Danova ApS,10,10,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
12811896,Danfoil A/S,21,21,1,Handel,1,Engroshandel med landbrugsmaskiner
12812833,fischer a/s,39,39,1,Handel,1,Engroshandel med værktøjsmaskiner
12824157,Bettina Kryger Hudpleje & Massage,4,4,1,Handel,1,Detailhandel med kosmetikvarer og produkter til personlig pleje
12828195,Induflex A/S,50,50,1,Plast-,1,Fremstilling af andre plastprodukter
12828209,V.M. Elektro A/S,11,11,1,Handel,1,Engroshandel med isenkram
12838115,Dansk Ejendomsmæglerforening,46,46,1,Andre serviceydelser  mv.,1,Erhvervs- og arbejdsgiverorganisationer
12843488,AFA JCDecaux,115,115,1,Reklame og øvrige erhvervsservice,1,Reklameplads i medier
12843747,Eiler Thomsen Alufacader A/S,158,158,1,Metalindustri,1,Fremstilling af metalkonstruktioner og dele heraf
12843836,BL Støjisolering A/S,5,5,1,Metalindustri,1,Maskinforarbejdning
12844999,Cobo A/S,7,7,2,Bygge og anlæg; Ejendomshandel og udlejning,3,Gennemførelse af byggeprojekter; Administration af fast ejendom på kontraktbasis; Udlejning af erhvervsejendomme
12845138,Sengekompagniet ApS,21,21,1,Handel,1,Møbelforretninger
12848544,Revisionshuset Reg Revisionsfirma,4,4,1,Rådgivning mv.,1,Bogføring og revision; skatterådgivning
12852681,Tunstall A/S,96,96,2,Elektronikindustri; Handel,2,Fremstilling af kommunikationsudstyr; Engroshandel med computere
12852940,TUR - Transporterhvervets Uddannelser,19,19,1,Andre serviceydelser  mv.,1,Faglige sammenslutninger
12854277,JEVI A/S,90,90,1,Fremst. af elektrisk udstyr,1,Fremstilling af andet elektrisk udstyr
12854358,Miljøministeriet,354,354,1,Offentlig administration  forsvar og politi,1,Administration af sundhedsvæsen
12859724,Kalaallit Airports Holding A/S,NA,NA,1,Finansiering og forsikring,1,Ikke-finansielle holdingselskaber
12859783,Vejrø ApS,72,72,4,Landbrug; Handel; Hoteller og restauranter; Kultur og fritid,4,Dyrkning af træer og andre skovbrugsaktiviteter; Slagter- og viktualieforretninger; Hoteller; Lystbådehavne
12873581,Hem Group ApS,29,29,1,"Træ- og papirindustri, trykkerier",1,Udsavning og høvling af træ
12874502,Billeshave Efterskole,47,47,1,Undervisning,1,Ungdoms- og efterskoler
12881517,Dragør Kommune,1163,1163,4,Hoteller og restauranter; Offentlig administration  forsvar og politi; Undervisning; Sociale institutioner,4,Event catering; Generelle offentlige tjenester; Folkeskoler o.lign.; Plejehjem
12888678,Dominia A/S,84,84,1,Rådgivning mv.,1,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder
12890893,Reenberg Grønt A/S,43,43,2,Handel; Andre serviceydelser  mv.,3,Engroshandel med blomster og planter; Detailhandel med andre varer fra stadepladser og markeder; Husholdninger med ansat medhjælp
12894074,Top Food A/S,9,9,1,"Føde-, drikke- og tobaksvareindustri",2,Produktion af kød- og fjerkrækødprodukter; Fremstilling af andre fødevarer i.a.n.
12899602,HCK Holding Aalborg A/S,4,4,1,Ejendomshandel og udlejning,1,Udlejning af erhvervsejendomme
12901038,Aage Maagensen Statsautoriseret Revisionsaktieselskab,46,46,1,Rådgivning mv.,1,Bogføring og revision; skatterådgivning
12925077,FBU ForældreLANDSforeningen,4,4,1,Andre serviceydelser  mv.,1,Andre organisationer og foreninger i.a.n.
12927983,ABIGO Pharma A/S,7,7,1,Handel,1,Specialiseret engroshandel med fødevarer i.a.n.
12932502,Park Street Nordicom A/S,34,34,2,Hoteller og restauranter; Ejendomshandel og udlejning,3,Hoteller; Udlejning af erhvervsejendomme; Anden udlejning af boliger
12935110,Det Nationalhistorisk Museum,56,56,1,Kultur og fritid,1,Museer
12935781,Bruhn NewTech A/S,14,14,1,Forlag  tv og radio,1,Anden udgivelse af software
12935986,Lygas Energiteknik A/S,4,4,1,Bygge og anlæg,1,VVS- og blikkenslagerforretninger
12935986,OK Energiteknik A/S,4,4,1,Bygge og anlæg,1,VVS- og blikkenslagerforretninger
12938179,Chas. Hude A/S,32,32,1,Reklame og øvrige erhvervsservice,1,Andre liberale
12938241,Corteva Agriscience,NA,NA,1,Handel,1,Engroshandel med kemiske produkter
12940033,LINDBERG A/S,185,185,1,Møbel- og anden industri mv.,1,Fremstilling af medicinske og dentale instrumenter samt udstyr hertil
12942087,ML Industries A/S,17,17,1,Metalindustri,1,Overfladebehandling af metal
12942087,Multilak Industrilakering A/S,17,17,1,Metalindustri,1,Overfladebehandling af metal
12943806,STS Sprogrejser ApS,NA,NA,1,Rejsebureauer  rengøring og anden operationel service,1,Rejsearrangører
12950411,DSI Margrethegården,14,14,1,Ejendomshandel og udlejning,1,Almennyttige boligselskaber
12953399,HPH Totalbyg A/S,107,107,2,Bygge og anlæg; Ejendomshandel og udlejning,2,Opførelse af bygninger; Udlejning af erhvervsejendomme
12957505,Niels P Larsen og Per H Pedersen,2 - 4,2,1,Sundhedsvæsen,1,Alment praktiserende læger
12968140,NEK ApS,47,47,1,Metalindustri,1,Fremstilling af håndværktøj
12974140,Brovang Skilte & Serigrafi ApS,10,10,1,Plast-,1,Fremstilling af andre plastprodukter
12984286,4. Maj Kollegiet,1,1,1,Ejendomshandel og udlejning,1,Almennyttige boligselskaber
12985177,Frederikssund Erhverv,5,5,1,Andre serviceydelser  mv.,1,Erhvervs- og arbejdsgiverorganisationer
13002738,Fredericia Maskinmesterskole,76,76,2,Ejendomshandel og udlejning; Undervisning,2,Udlejning af erhvervsejendomme; Tekniske skoler og fagskoler
13004102,Tiedemann Independent A/S,7,7,1,Finansiering og forsikring,1,Formueforvaltning
13009600,Bethien A/S,14,14,1,Handel,1,Engroshandel med bøger
13009910,Butina A/S,61,61,3,Maskinindustri; Møbel- og anden industri mv.; Handel,3,Fremstilling af maskiner til føde-; Reparation af maskiner; Engroshandel med andre maskiner og andet udstyr
13014078,Aalsrode Tømrerfirma A/S,92,92,1,Bygge og anlæg,1,Tømrer- og bygningssnedkervirksomhed
13016844,Bandagist-Centret  Ortopædiske Bandagerier og Skomagerier A/S,68,68,2,Møbel- og anden industri mv.; Handel,2,Fremstilling af medicinske og dentale instrumenter samt udstyr hertil; Engroshandel med læge- og hospitalsartikler
13038139,Økologisk Landsforening,52,52,3,Ejendomshandel og udlejning; Reklame og øvrige erhvervsservice; Andre serviceydelser  mv.,3,Udlejning af erhvervsejendomme; Landbrugskonsulenter; Erhvervs- og arbejdsgiverorganisationer
13049610,Balle Valgmenighed,2,2,1,Andre serviceydelser  mv.,1,Religiøse institutioner og foreninger
13056315,Ungdomsringen,10,10,3,Hoteller og restauranter; Ejendomshandel og udlejning; Andre serviceydelser  mv.,3,Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold; Udlejning af erhvervsejendomme; Andre organisationer og foreninger i.a.n.
13057117,Høje Taastrup Fjernvarme a.m.b.a,22,22,1,Energiforsyning,1,Varmeforsyning
13058083,Aage Müller,12,12,1,Handel,1,Tøjforretninger
13058946,Fonden DIS - Danish Institute For Study Abroad,169,169,1,Undervisning,1,Anden undervisning i.a.n.
13059136,IAT A/S,179,179,2,Handel; Transport,4,Autoreparationsværksteder mv.; Speditører; Oplagrings- og pakhusvirksomhed; Godshåndtering
13063117,Samvirkende Menighedsplejer,17,17,1,Sociale institutioner,1,Foreninger
13065896,Medicoindustrien,10,10,1,Andre serviceydelser  mv.,1,Erhvervs- og arbejdsgiverorganisationer
13077118,DLO,8,8,1,Sociale institutioner,1,Foreninger
13078386,O.J. Vedsteds Gulvservice ApS,17,17,1,Bygge og anlæg,1,Udførelse af gulvbelægninger og vægbeklædning
13078513,Dansk Ungdoms Fællesråd (DUF),60,60,1,Andre serviceydelser  mv.,1,Andre organisationer og foreninger i.a.n.
13080976,Primagaz Danmark A/S,67,67,1,Handel,1,Engroshandel med fast
13081042,Familiecentret Lille Nørremark,21,21,1,Sociale institutioner,1,Døgninstitutioner for børn og unge
13088810,BEC,1184,1184,2,It- og informationstjenester; Finansiering og forsikring,2,Computerprogrammering; Andre hjælpetjenester i forbindelse med finansiel formidling
13090513,Børnehuset Skt. Jakob,16,16,1,Sociale institutioner,1,Aldersintegrerede institutioner
13093032,Simonsen & Weel,34,34,1,Handel,1,Engroshandel med læge- og hospitalsartikler
13108390,ap facader a/s,43,43,2,Plast-; Metalindustri,2,Fremstilling af bygningsartikler af plast; Fremstilling af metalkonstruktioner og dele heraf
13118272,Danmon Systems Group A/S,10 - 19,10,1,Handel,1,Engroshandel med computere
13120102,Foreningen Søgaarden,48,48,1,Undervisning,1,Specialskoler for handicappede
13121184,Carta Autofinans A/S,41,41,1,Finansiering og forsikring,1,Andre kreditselskaber
13125694,VSM Contractor A/S,2,2,2,Møbel- og anden industri mv.; Handel,2,Installation af industrimaskiner og -udstyr; Detailhandel med personbiler
13126879,Bjarne Petersen A/S,44,44,1,Bygge og anlæg,3,Tømrer- og bygningssnedkervirksomhed; Murere; Anlæg af ledningsnet til væsker
13127778,Nautronic a/s,8,8,2,Elektronikindustri; Fremst. af elektrisk udstyr,2,Fremstilling af ure; Fremstilling af elektriske fordelings- og kontrolapparater
13130809,Cryos International  Denmark ApS,NA,NA,1,Sundhedsvæsen,1,Sundhedsvæsen i øvrigt i.a.n.
13131732,TITAN Containers A/S,37,37,1,Rejsebureauer  rengøring og anden operationel service,1,Udlejning og leasing af andet materiel
13140170,ADDEK ApS,5,5,1,Finansiering og forsikring,1,Anden finansiel formidling undtagen forsikring og pensionsforsikring
13149003,ABUS Nordic A/S,73,73,1,Handel,3,Engroshandel med cykler; Engroshandel med andre maskiner og andet udstyr; Engroshandel med isenkram
13152128,Vestsjællands Almene Boligselskab,81,81,1,Ejendomshandel og udlejning,1,Almennyttige boligselskaber
13153604,ScanVet Animal Health A/S,34,34,2,Handel; Ejendomshandel og udlejning,2,Engroshandel med medicinalvarer og sygeplejeartikler; Udlejning af erhvervsejendomme
13161798,Annettes Smørrebrød v/Annette Meincke Hansen,7,7,1,Handel,1,Slagter- og viktualieforretninger
13166986,Bunzl Distribution Danmark A/S,86,86,1,Handel,1,Ikke-specialiseret engroshandel
13168873,Anker Christensen A/S,NA,NA,1,Transport,1,Vejgodstransport
13169543,Bug Bite Thing Europe ApS,4,4,1,Handel,1,Ikke-specialiseret engroshandel
13174598,Læge Birger Troels Andersen,4,4,1,Sundhedsvæsen,1,Alment praktiserende læger
13180695,Willis Towers Watson,324,324,1,Finansiering og forsikring,1,Forsikringsagenters og forsikringsmægleres virksomhed
13186502,Danbolig A/S,22,22,1,Ejendomshandel og udlejning,1,Ejendomsmæglere
13189900,Aart De Vos ApS,10,10,1,Handel,1,Detailhandel med bøger
13198373,Sdr. Bork Efterskole,27,27,1,Undervisning,1,Ungdoms- og efterskoler
13212449,Holger Smidt's Eftf. ApS,11,11,1,Transport,1,Speditører
13212538,Jensens Bøfhus,512,512,1,Hoteller og restauranter,1,Restauranter
13216002,Allison A/S,53,53,1,Kemisk industri,1,Fremstilling af parfume
13216487,Terkel Pedersen Rådgivende Ingeniører ApS,19,19,1,Rådgivning mv.,1,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder
13222495,Danepork A/S,228,228,2,"Føde-, drikke- og tobaksvareindustri; Handel",2,Forarbejdning af svinekød; Engroshandel med kød og kødprodukter
13223459,Styrelsen For It og Læring,326,326,1,Offentlig administration  forsvar og politi,1,Administration af sundhedsvæsen
13227047,X-Large A/S,10,10,1,Handel,1,Engroshandel med beklædning
13227500,Accenture,675,675,3,It- og informationstjenester; Ejendomshandel og udlejning; Rådgivning mv.,3,Computerprogrammering; Udlejning af erhvervsejendomme; Virksomhedsrådgivning og anden rådgivning om driftsledelse
13227705,Gilleleje Badehotel,22,22,1,Hoteller og restauranter,1,Restauranter
13228345,Columbus A/S,268,268,1,It- og informationstjenester,1,Konsulentbistand vedrørende informationsteknologi
13234833,HOWE a/s,13,13,1,Handel,1,Engroshandel med kontormøbler
13235686,Ascom Danmark A/S,53,53,1,Telekommunikation,1,Anden telekommunikation
13235872,Hero Gears A/S,31,31,1,Maskinindustri,1,Fremstilling af lejer
13237689,Getinge Danmark,49,49,1,Handel,2,Engroshandel med læge- og hospitalsartikler; Engroshandel med andre maskiner og andet udstyr
13238006,Godske Group A/S,61,61,1,Tekstil- og læderindustri,1,Fremstilling af anden yderbeklædning
13238375,Infosuite A/S,17,17,2,Forlag  tv og radio; It- og informationstjenester,2,Anden udgivelse af software; Computerprogrammering
13239444,DAO Aviation A/S,39,39,2,Transportmiddelindustri; Møbel- og anden industri mv.,2,Fremstilling af luft- og rumfartøjer o.l.; Reparation og vedligeholdelse af luft- og rumfartøjer
13239703,Maskinfabrikken Silkeborg Spåntagning A/S,35,35,2,Metalindustri; Maskinindustri,2,Maskinforarbejdning; Fremstilling af vindmøller og dele hertil
13246505,Poul Schou A/S,227,227,1,Transport,1,Vejgodstransport
13246742,Kentaur A/S,48,48,2,Handel; Ejendomshandel og udlejning,2,Engroshandel med beklædning; Udlejning af erhvervsejendomme
13248699,SEC DATACOM A/S,36,36,1,Handel,1,Engroshandel med computere
13249091,Flak Industritrykluft V/ Lars Flak,4,4,1,Handel,1,Ikke-specialiseret engroshandel
13254079,Marlon Tørmørtel A/S,40,40,1,Handel,1,Engroshandel med træ
13254435,Normark Denmark A/S,11,11,1,Handel,1,Engroshandel med cykler
13261296,HM Systems A/S,51,51,2,Maskinindustri; Handel,2,Fremstilling af andre maskiner til generelle formål i.a.n.; Engroshandel med andre maskiner og andet udstyr
13266395,IGE+XAO Nordic A/S,8,8,1,Forlag  tv og radio,1,Anden udgivelse af software
13270198,TV2/Lorry,119,119,1,Forlag  tv og radio,1,Tv-virksomhed
13273774,Bredana,43,43,1,It- og informationstjenester,1,Konsulentbistand vedrørende informationsteknologi
13279284,PBN A/S,20,20,2,Metalindustri; Handel,2,Maskinforarbejdning; Detailhandel med personbiler
13290644,Bikubenfonden,20 - 49,20,2,Landbrug; Sociale institutioner,3,Dyrkning af træer og andre skovbrugsaktiviteter; Blandet drift; Foreninger
13290717,Odense Golfklub,15,15,2,Ejendomshandel og udlejning; Kultur og fritid,2,Udlejning af erhvervsejendomme; Sportsklubber
13302243,A/B Skydebanen,10,10,1,Ejendomshandel og udlejning,1,Private andelsboligforeninger
13309639,PRO-CONSULT,26,26,1,Møbel- og anden industri mv.,1,Reparation af elektrisk udstyr
13324093,Solvej Kyng Læge,NA,NA,1,Sundhedsvæsen,1,Alment praktiserende læger
13341389,Lallemand Human Nutrition A/S,5 - 9,5,1,Handel,1,Agenturhandel med blandet sortiment
13348545,TVIS I/S,27,27,1,Energiforsyning,1,Varmeforsyning
13348545,TVIS  Trekantområdets Varmetransmissionsselskab I/S,27,27,1,Energiforsyning,1,Varmeforsyning
13352291,Gunner Due Biler,31,31,1,Handel,1,Detailhandel med personbiler
13386293,Wolters Kluwer,47,47,2,Forlag  tv og radio; It- og informationstjenester,2,Anden udgivelse af software; Computerprogrammering
13386293,Wolters Kluwer Danmark A/S,47,47,2,Forlag  tv og radio; It- og informationstjenester,2,Anden udgivelse af software; Computerprogrammering
13387540,Pepperl + Fuchs A/S,9,9,1,Handel,1,Engroshandel med elektronisk udstyr
13387877,Berg & Larsen A/S,14,14,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
13387893,Ormstrup Gods A/S,8,8,3,Landbrug; Ejendomshandel og udlejning; Rådgivning mv.,3,Dyrkning af korn (undtagen ris); Udlejning af erhvervsejendomme; Arkitektvirksomhed
13390509,Din Tøjmand v/John Jakobsen,1,1,1,Handel,1,Tøjforretninger
13394393,H. P. Industrial A/S,20,20,1,Plast-,1,Fremstilling af andre plastprodukter
13396949,ktp Data A/S,13,13,2,Forlag  tv og radio; It- og informationstjenester,2,Anden udgivelse af software; Konsulentbistand vedrørende informationsteknologi
13397597,Humac A/S,213,213,1,Handel,1,Detailhandel med computere
13398275,Nordic Entertainment Group,58,58,1,Rådgivning mv.,1,Ikke-finansielle hovedsæders virksomhed
13399433,Keolis Danmark A/S,1612,1612,1,Transport,1,Rutebuskørsel
13408785,NLM Vantinge A/S,23,23,2,"Føde-, drikke- og tobaksvareindustri; Handel",2,Fremstilling af færdige foderblandinger til landbrugsdyr; Engroshandel med korn
13409838,BRFkredit,40,40,2,Finansiering og forsikring; Ejendomshandel og udlejning,2,Realkreditinstitutter; Udlejning af erhvervsejendomme
13409838,BRFkredit,NA,NA,1,Rådgivning mv.,1,NA
13411182,VIRKLUND SPORT A/S,NA,NA,2,Møbel- og anden industri mv.; Handel,2,Fremstilling af sportsudstyr; Engroshandel med cykler
13420947,TV2 ØST,96,96,1,Forlag  tv og radio,1,Tv-virksomhed
13421730,Fortiva,11,11,1,Handel,1,Engroshandel med værktøjsmaskiner
13426384,UNI-EL A/S,41,41,2,Fremst. af elektrisk udstyr; Handel,2,Fremstilling af elektriske fordelings- og kontrolapparater; Engroshandel med andre maskiner og andet udstyr
13427739,Trehøje Køleteknik A/S,4,4,1,Bygge og anlæg,1,VVS- og blikkenslagerforretninger
13436681,EagleBurgmann KE A/S,115,115,2,Metalindustri; Handel,2,Fremstilling af metalkonstruktioner og dele heraf; Engroshandel med andre maskiner og andet udstyr
13438048,Omron Electronics A/S,35,35,1,Handel,1,Engroshandel med elektronisk udstyr
13438692,ABAS Miljøservice,9,9,1,Andre serviceydelser  mv.,1,Erhvervs- og arbejdsgiverorganisationer
13441243,Develco A/S,19,19,1,It- og informationstjenester,1,Konsulentbistand vedrørende informationsteknologi
13442045,adtention A/S,35,35,1,Reklame og øvrige erhvervsservice,1,Reklamebureauer
13446830,Design Eyewear Group International A/S,87,87,2,Handel; Reklame og øvrige erhvervsservice,2,Engroshandel med ure; Industriel design og produktdesign
13447241,Lundberg Tech A/S,37,37,1,Maskinindustri,1,Fremstilling af maskiner til produktion af papir og pap
13449848,Spectronic Denmark A/S,29,29,1,Elektronikindustri,1,Fremstilling af kommunikationsudstyr
13451532,Billetkontoret A/S,13,13,1,Rejsebureauer  rengøring og anden operationel service,1,Rejsebureauer
13451605,SPECTRA SYSTEMS A/S,20,20,1,It- og informationstjenester,1,Computerprogrammering
13456402,Syntese A/S,101,101,1,Kemisk industri,1,Fremstilling af andre organiske basiskemikalier
13457476,HiFlux Filtration A/S,37,37,1,Maskinindustri,1,Fremstilling af andre maskiner til generelle formål i.a.n.
13467900,Flightcases International A/S,35,35,1,Handel,1,Engroshandel med andre råvarer og halvfabrikata
13473498,System Frugt A/S,95,95,1,Handel,1,Engroshandel med frugt og grøntsager
13473803,Nikodan Process Equipment A/S,53,53,2,Maskinindustri; Handel,2,Fremstilling af løfte- og håndteringsudstyr; Engroshandel med andre maskiner og andet udstyr
13478805,Welltec A/S,186,186,1,Råstofindvinding,1,Serviceydelser i forbindelse med indvinding af råolie og naturgas
13483744,Efsen Engineering A/S,16,16,1,Handel,1,Engroshandel med elektronisk udstyr
13484279,Jydsk Plade Bearbejdnings Center A/S,68,68,1,Metalindustri,1,Fremstilling af metalkonstruktioner og dele heraf
13484449,Skandia Laser Teknik A/S,40,40,1,Metalindustri,1,Maskinforarbejdning
13494045,HM-Ventilation A/S,8,8,1,Bygge og anlæg,1,VVS- og blikkenslagerforretninger
13495173,DanGødning A/S,16,16,1,Kemisk industri,1,Fremstilling af gødningsstoffer og nitrogenprodukter
13503745,AJ Produkter i Danmark A/S,15,15,1,Handel,2,Engroshandel med andre maskiner og andet udstyr; Engroshandel med andre kontormaskiner og andet kontorudstyr
13504393,Nordea-fonden,24,24,1,Sociale institutioner,1,Foreninger
13507406,ARGO,190,190,1,Vandforsyning og renovation,4,Behandling og bortskaffelse af ikke-farligt affald; Indsamling af ikke-farligt affald; Bortskaffelse af affald med energiproduktion; Genbrug af sorterede materialer
13523584,Renosyd I/S,119,119,1,Vandforsyning og renovation,4,Behandling og bortskaffelse af ikke-farligt affald; Bortskaffelse af affald med energiproduktion; Indsamling af ikke-farligt affald; Indsamling af farligt affald
13528012,Fribørnehaven Øster Jølby,38,38,1,Undervisning,1,Folkeskoler o.lign.
13534381,Uni-Food Technic,26,26,1,Maskinindustri,1,Fremstilling af maskiner til føde-
13538530,Lån & Spar Bank,469,469,1,Finansiering og forsikring,1,Banker
13542295,Futonfabrikken Blue Moon v/Carsten Bergshoeff,5 - 9,5,1,Handel,1,Møbelforretninger
13552649,Frontmatec Smørum A/S,20 - 49,20,1,Elektronikindustri,1,Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr
13570000,Den Europæiske Filmhøjskole,55,55,1,Undervisning,1,Videregående uddannelser ikke på universitetsniveau
13574731,Tygesen Company A/S,14,14,1,Handel,1,Engroshandel med fodtøj
13580049,Anni Optik v/Anni Hansen,3,3,1,Handel,1,Optikere
13590400,JYSK,2768,2768,1,Handel,2,Boligtekstilforretninger; Detailhandel med husholdnings- eller boligudstyr
13590583,Total Aviation Ltd. A/S,11,11,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
13590885,AFRY Danmark,293,293,1,Rådgivning mv.,1,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder
13591601,LM Huse A/S,37,37,1,Bygge og anlæg,1,Opførelse af bygninger
13591636,BM Corporation Danmark A/S,13,13,1,Handel,1,Engroshandel med træ
13595984,British Car Import A/S,2,2,1,Handel,1,Engroshandel med personbiler
13595984,Land Rover Danmark A/S,2,2,1,Handel,1,Engroshandel med personbiler
13608687,Sternberg VVS og Gasteknik A/S,40,40,1,Bygge og anlæg,1,VVS- og blikkenslagerforretninger
13609705,Bates Cargo-Pak ApS,20 - 49,20,2,"Træ- og papirindustri, trykkerier; Handel",2,Fremstilling af bølgepap og pap og emballage af papir og pap; Engroshandel med andre maskiner og andet udstyr
13611130,AVEVA Denmark A/S,41,41,1,It- og informationstjenester,1,Computerprogrammering
13611300,Danske Hoteller A/S,13,13,1,Hoteller og restauranter,1,Hoteller
13612587,Best Selection A/S,NA,NA,1,Handel,1,Engroshandel med vin og spiritus
13613281,OptikIT A/S,NA,NA,1,It- og informationstjenester,1,Computerprogrammering
13613575,Louis Nielsen A/S,217,217,4,Handel; Ejendomshandel og udlejning; Rådgivning mv.; Rejsebureauer  rengøring og anden operationel service,4,Engroshandel med fotografiske og optiske artikler; Udlejning af erhvervsejendomme; Bogføring og revision; skatterådgivning; Kombinerede administrationsserviceydelser
13613575,Specsavers,217,217,4,Handel; Ejendomshandel og udlejning; Rådgivning mv.; Rejsebureauer  rengøring og anden operationel service,4,Engroshandel med fotografiske og optiske artikler; Udlejning af erhvervsejendomme; Bogføring og revision; skatterådgivning; Kombinerede administrationsserviceydelser
13621942,Odsherred Bilcenter  ApS,14,14,1,Handel,1,Detailhandel med personbiler
13626588,Is&Co (tidligere Gio Is),NA,NA,1,"Føde-, drikke- og tobaksvareindustri",1,Fremstilling af konsumis
13629285,Tandlægerne Søborg I/S,16,16,1,Sundhedsvæsen,1,Praktiserende tandlæger
13630690,All Sign v/Elo Sten Pedersen,2,2,1,Fremst. af elektrisk udstyr,1,Fremstilling af elektriske belysningsartikler
13633398,R2 Agro A/S,32,32,3,"Føde-, drikke- og tobaksvareindustri; Handel; Transport",4,Fremstilling af færdige foderblandinger til landbrugsdyr; Fremstilling af mølleriprodukter; Engroshandel med korn; Oplagrings- og pakhusvirksomhed
13638195,VetNet A/S,7,7,1,It- og informationstjenester,1,Computerprogrammering
13639108,Fiberline Composites A/S,342,342,2,Plast-; Handel,2,Fremstilling af plader; Engroshandel med træ
13639302,Miljø-bo a/s,NA,NA,1,Ejendomshandel og udlejning,1,Anden udlejning af boliger
13640718,Boligselskabet af 1942 i Nykøbing Sjælland,13,13,1,Ejendomshandel og udlejning,2,Almennyttige boligselskaber; Administration af fast ejendom på kontraktbasis
13642036,Nørrevangskirkens Menighedsråd,30,30,1,Andre serviceydelser  mv.,1,Religiøse institutioner og foreninger
13644403,Nellemann Bilimport A/S,NA,NA,1,Handel,1,Detailhandel med personbiler
13645205,Neff A/S,13,13,1,Transport,1,Oplagrings- og pakhusvirksomhed
13653372,JT Møbler v/Jens Thomassen,3,3,1,Andre serviceydelser  mv.,1,Reparation af møbler og boligudstyr
13665192,ester & erik A/S,30,30,1,Møbel- og anden industri mv.,1,Anden fremstillingsvirksomhed i.a.n.
13665397,Glostrup Park Hotel,47,47,1,Hoteller og restauranter,1,Hoteller
13666237,P.K. Justesen A/S,NA,NA,1,Ejendomshandel og udlejning,1,Udlejning af erhvervsejendomme
13674671,HP-BYG,240,240,1,Bygge og anlæg,1,Opførelse af bygninger
13677840,O.H. Fiskeeksport A/S,38,38,1,"Føde-, drikke- og tobaksvareindustri",1,Forarbejdning og konservering af fisk
13678294,Duelco A/S,31,31,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
13678790,Gundtoft Fashion House,37,37,1,Handel,1,Tøjforretninger
13680531,Nokia Denmark A/S,117,117,1,Telekommunikation,1,Trådløs telekommunikation
13680949,Flash Light Group A/S,1,1,1,Handel,1,Engroshandel med møbler
13684375,Schmitz Cargobull Danmark A/S,47,47,1,Handel,1,Engros- og detailhandel med lastbiler og påhængsvogne mv.
13688001,Morten Hansen Automobiler A/S,1,1,1,Handel,1,Detailhandel med personbiler
13693315,Badminton Danmark,43,43,1,Kultur og fritid,1,Sportsklubber
13693404,SE STÅL ApS,NA,NA,1,Metalindustri,1,Fremstilling af metalkonstruktioner og dele heraf
13696837,Norstaff ApS,37,37,1,Rejsebureauer  rengøring og anden operationel service,1,Vikarbureauer
13697647,Ejendomsselskabet Olav De Linde,NA,NA,2,Bygge og anlæg; Ejendomshandel og udlejning,2,Opførelse af bygninger; Udlejning af erhvervsejendomme
13701806,Rohde & Schwarz Danmark A/S,42,42,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
13702098,Kai Andersen A/S,67,67,2,Bygge og anlæg; Rådgivning mv.,2,Opførelse af bygninger; Arkitektvirksomhed
13703582,John Bjerrum Nielsen A/S,162,162,2,Metalindustri; Møbel- og anden industri mv.,2,Overfladebehandling af metal; Fremstilling af andre møbler
13707294,Milton Megatherm A/S,32,32,1,Handel,1,Engroshandel med isenkram
13711445,Pon Equipment A/S,NA,NA,1,Handel,1,Engroshandel med maskiner til minedrift og bygge- og anlægsvirksomhed
13711488,Pon Power A/S,NA,NA,1,Handel,1,Engroshandel med andre maskiner og andet udstyr
13723540,Faerch,361,361,1,Plast-,3,Fremstilling af plastemballage; Fremstilling af plader; Fremstilling af andre plastprodukter
13724032,Vejlebo & Larsen ApS,62,62,1,Handel,1,Detailhandel med personbiler
13736340,Byggeselskab Mogens de Linde,NA,NA,2,Landbrug; Ejendomshandel og udlejning,3,Dyrkning af træer og andre skovbrugsaktiviteter; Udlejning af erhvervsejendomme; Anden udlejning af boliger
13737436,Symetri A/S,12,12,1,It- og informationstjenester,1,Konsulentbistand vedrørende informationsteknologi
13737584,Spar Nord Bank A/S,1843,1843,2,Finansiering og forsikring; Ejendomshandel og udlejning,2,Banker; Udlejning af erhvervsejendomme
13746184,Elos Medtech Pinol A/S,163,163,2,Elektronikindustri; Møbel- og anden industri mv.,2,Fremstilling af høreapparater og dele hertil; Fremstilling af medicinske og dentale instrumenter samt udstyr hertil
13751102,K Christoffersen & Co,4,4,1,Ejendomshandel og udlejning,1,Administration af fast ejendom på kontraktbasis
